,Unnamed: 0,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId,accident_year,globalid,bikelane_exist,install_yr_accid,barrier,biap,buffered,cnn_accid,contraflow,date_creat,time_creat,created_us,dir,direct,double,facility_t,from_st,fy,greenwave,install_mo,install_yr_bikelane,date_last_,time_last_,last_edite,length,notes,number,objectid,qtr,raised,shape_len,sharrow,sm_sweeper,street_accid,streetname_accid,surface_tr,symbology,to_st,update_mo,update_yr,censusbloc,geometry_accid,_merge,bikelane_installdate,isWeekday,cnn_of_road,road_length,jurisdiction,zip_code,f_node_cnn,date_dropped,gds_chg_id_add,classcode,t_st,accepted,street_gc,cnn_road,layer,nhood,st_type,streetname_road,rt_fadd,f_st,streetname_gc,lf_fadd,date_altered,t_node_cnn,date_added,street_road,gds_chg_id_altered,lf_toadd,gds_chg_id_dropped,oneway,rt_toadd,active,geometry_road,bikelane_length_haver,hour
143,146,140335919,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,2014-04-22 00:00:00,2019-08-24 19:30:00,NORTHERN,NONE,100 Block of HAIGHT ST,-122.424641091359,37.7727894803653,"(37.7727894803653, -122.424641091359)",14033591968060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
144,147,140438529,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,2014-05-26 00:00:00,2019-08-24 04:01:00,BAYVIEW,"ARREST, BOOKED",1400 Block of INNES AV,-122.38628068833,37.7378344818347,"(37.7378344818347, -122.38628068833)",14043852968060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
145,148,140453301,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Saturday,2014-05-31 00:00:00,2019-08-24 05:33:00,INGLESIDE,"ARREST, BOOKED",200 Block of BLYTHDALE AV,-122.42055675144199,37.7108945814914,"(37.7108945814914, -122.420556751442)",14045330168069,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
146,149,140477931,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Monday,2014-06-09 00:00:00,2019-08-24 03:50:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711,"(37.775420706711, -122.403404791479)",14047793168069,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
147,150,140400255,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,2014-05-13 00:00:00,2019-08-24 09:10:00,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.412054141237,37.7816136403158,"(37.7816136403158, -122.412054141237)",14040025568060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
148,151,140550690,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,2014-07-03 00:00:00,2019-08-24 01:05:00,MISSION,"ARREST, BOOKED",3000 Block of 26TH ST,-122.41023195455,37.749571116991,"(37.749571116991, -122.41023195455)",14055069068060,2014,{9C0D4588-2D5B-44B1-9CD9-F6C2B73F2F50},True,0,,NO,NO,1513000.0,NO,,,,E,2W,1.0,CLASS III,FLORIDA ST,0.0,NO,1,0,2017-10-18,15:53:35.000,JENWONG,0.05,,60,244.0,0.0,NO,259.88395072489004,0.0,NO,,26TH ST,,BIKE ROUTE,ALABAMA ST,,0.0,60750229022.0,"LINESTRING (-122.409761758812 37.7495443152, -122.410657997978 37.749490403299)",both,2000-01-01 00:00:00,Weekday,1167000,0.13371935656913236,,94107,,2012-07-09 00:00:00,,,ARKANSAS ST,False,,1167000,UPROW,Potrero Hill,,22ND ST,,CONNECTICUT ST,,,,,1998-07-01 00:00:00,22ND,,,2012-008,,,False,"LINESTRING (-122.3970032338 37.7574174042, -122.3979703439 37.7573592227)",0.06196013996351484,1
149,153,140541423,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,2014-07-10 00:00:00,2019-08-24 16:30:00,MISSION,"ARREST, CITED",400 Block of CASTRO ST,-122.435012093789,37.761767718295395,"(37.7617677182954, -122.435012093789)",14054142368060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
150,154,140573363,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,2014-06-26 00:00:00,2019-08-24 02:00:00,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991,"(37.7980587205991, -122.406842913454)",14057336368060,2014,{CD96DAD6-9674-4E01-B327-62CB6986597B},True,0,,NO,NO,4292000.0,NO,,,,E,2W,1.0,CLASS III,BROADWAY,0.0,NO,1,2005,2017-10-18,15:53:59.000,JENWONG,0.03,,11,231.0,0.0,NO,159.17270928754402,0.0,NO,,COLUMBUS AVE,,BIKE ROUTE,GRANT AV,,0.0,60750107003.0,"LINESTRING (-122.406667931538 37.797864612401, -122.407082925873 37.798152056952)",both,2005-01-01 00:00:00,Weekday,2956001,0.2872937563900976,DPW,94107,,2005-11-03 00:00:00,2000-002,,END: WEST,True,,2956001,STREETS,Mission Bay,,BERRY ST,,06TH ST,,,,,1998-07-01 00:00:00,BERRY,,,2005-029,,,False,"LINESTRING (-122.3978011387 37.7722719349, -122.39971531 37.7707582804)",0.030587026283957732,2
151,155,140551541,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,2014-07-29 00:00:00,2019-08-24 12:05:00,SOUTHERN,NONE,200 Block of MAIN ST,-122.39256903537,37.790017669737104,"(37.7900176697371, -122.39256903537)",14055154168060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
152,156,140719244,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Friday,2014-08-29 00:00:00,2019-08-24 13:50:00,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711,"(37.775420706711, -122.403404791479)",14071924468069,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
153,157,140554539,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Friday,2014-07-04 00:00:00,2019-08-24 13:43:00,BAYVIEW,"ARREST, BOOKED",2300 Block of CESAR CHAVEZ ST,-122.399679574042,37.7494852273741,"(37.7494852273741, -122.399679574042)",14055453968060,2014,{AC3C1DA5-870C-4340-9CD5-15AF86438476},True,0,SAFE-HIT POSTS,NO,NO,2477000.0,NO,,,,W,2W,0.0,CLASS IV,EVANS AV,0.0,NO,1,2012,2017-10-18,15:53:34.000,JENWONG,0.26,,60,4345.0,0.0,NO,1384.98536641582,0.0,YES,,CESAR CHAVEZ ST,GREEN PAINT,SEPARATED BIKEWAY,KANSAS ST,,0.0,60759809001.0,"LINESTRING (-122.397285415834 37.749684623349, -122.402061634817 37.749396679232)",both,2012-01-01 00:00:00,Weekday,1167000,0.13371935656913236,,94107,,2012-07-09 00:00:00,,,ARKANSAS ST,False,,1167000,UPROW,Potrero Hill,,22ND ST,,CONNECTICUT ST,,,,,1998-07-01 00:00:00,22ND,,,2012-008,,,False,"LINESTRING (-122.3970032338 37.7574174042, -122.3979703439 37.7573592227)",0.33019734195610595,13
154,158,140730159,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Monday,2014-09-15 00:00:00,2019-08-24 19:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711,"(37.775420706711, -122.403404791479)",14073015968069,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
155,159,140786475,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,2014-09-18 00:00:00,2019-08-24 10:10:00,PARK,"ARREST, BOOKED",1300 Block of HAYES ST,-122.43863744672899,37.7748288206275,"(37.7748288206275, -122.438637446729)",14078647568060,2014,{F92327D4-C353-44C6-B926-B4261B98A9FB},True,0,,NO,NO,6826000.0,NO,,,,N,2W,0.0,CLASS III,DIVISADERO ST,0.0,NO,1,2009,2017-10-18,15:54:01.000,JENWONG,0.09,,30,1341.0,0.0,NO,488.21523097498203,1.0,NO,,HAYES ST,,BIKE ROUTE,BRODERICK ST,,0.0,60750164002.0,"LINESTRING (-122.439466217329 37.774778236317, -122.437798747426 37.77499194751)",both,2009-01-01 00:00:00,Weekday,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.11549009295644325,10
156,160,140796612,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Sunday,2014-09-21 00:00:00,2019-08-24 05:45:00,MISSION,NONE,200 Block of CLIPPER ST,-122.430557516763,37.7491465739574,"(37.7491465739574, -122.430557516763)",14079661268060,2014,{926F3CAF-1FC3-45AB-BC8A-07B8270537EB},True,0,,NO,NO,4213000.0,NO,,,,E,2W,1.0,CLASS III,SANCHEZ ST,0.0,NO,1,2010,2017-10-18,15:53:44.000,JENWONG,0.12,,60,1814.0,0.0,NO,642.7170509783609,1.0,NO,,CLIPPER ST,,BIKE ROUTE,NOE ST,,0.0,60750214003.0,"LINESTRING (-122.429422762522 37.749157852978, -122.431639579659 37.749028213981)",both,2010-01-01 00:00:00,Weekend,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.15325201947653208,5
157,161,140807071,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Wednesday,2014-09-24 00:00:00,2019-08-24 17:41:00,SOUTHERN,NONE,200 Block of SHIPLEY ST,-122.403410788208,37.77945571249271,"(37.7794557124927, -122.403410788208)",14080707168060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
158,162,140735171,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,2014-09-01 00:00:00,2019-08-24 02:10:00,PARK,NONE,100 Block of WOODLAND AV,-122.453388188277,37.762075612452,"(37.762075612452, -122.453388188277)",14073517168060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
159,163,140875460,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Thursday,2014-10-16 00:00:00,2019-08-24 21:30:00,CENTRAL,NONE,300 Block of GREEN ST,-122.405221231587,37.799923453359604,"(37.7999234533596, -122.405221231587)",14087546068069,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
160,164,140895305,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Wednesday,2014-10-22 00:00:00,2019-08-24 19:10:00,NORTHERN,NONE,600 Block of LARCH ST,-122.42815115473,37.7815325510309,"(37.7815325510309, -122.42815115473)",14089530568060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
161,165,140671127,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,2014-08-11 00:00:00,2019-08-24 21:18:00,RICHMOND,"ARREST, BOOKED",600 Block of POINTLOBOS AV,-122.510496095996,37.7797324870506,"(37.7797324870506, -122.510496095996)",14067112768060,2014,{3E7FBEC8-650A-4215-BAF2-35C142670519},True,0,,NO,NO,10543000.0,NO,,,,E,2W,1.0,CLASS II,48TH AV,0.0,NO,1,2013,2017-10-18,15:53:44.000,JENWONG,0.12,,85,3581.0,0.0,NO,613.021333932998,0.0,NO,,POINT LOBOS AVE,,BIKE LANE,MERRIE WY,,0.0,60750479012.0,"LINESTRING (-122.509432940681 37.779851069982, -122.510468097538 37.779793271298, -122.510635465511 37.779765403386, -122.510801097442 37.77972193246, -122.510931055743 37.779670731525, -122.511359655076 37.779443513032, -122.511424140015 37.779409663819)",both,2013-01-01 00:00:00,Weekday,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.1393305353896043,21
162,166,140893622,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Wednesday,2014-10-22 00:00:00,2019-08-24 10:15:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14089362268069,2014,{DE7E46F8-2CC2-4FA9-9BB5-4C4D4384389A},True,0,,NO,NO,10668101.0,NO,,,,,2W,1.0,CLASS II,22ND ST,0.0,NO,1,1996,2017-10-18,15:53:54.000,JENWONG,0.05,,123,3879.0,0.0,NO,243.482988297477,0.0,NO,,POTRERO AVE,,BIKE LANE,22ND ST,,0.0,60750228022.0,"LINESTRING (-122.406699001118 37.756833735, -122.406635800273 37.756166983885)",both,1996-01-01 00:00:00,Weekday,1167000,0.13371935656913236,,94107,,2012-07-09 00:00:00,,,ARKANSAS ST,False,,1167000,UPROW,Potrero Hill,,22ND ST,,CONNECTICUT ST,,,,,1998-07-01 00:00:00,22ND,,,2012-008,,,False,"LINESTRING (-122.3970032338 37.7574174042, -122.3979703439 37.7573592227)",0.025073769469581914,10
163,167,140907706,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Sunday,2014-10-26 00:00:00,2019-08-24 19:30:00,MISSION,NONE,1100 Block of VERMONT ST,-122.403513955008,37.7550864947417,"(37.7550864947417, -122.403513955008)",14090770668060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
164,168,140808427,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,2014-11-10 00:00:00,2019-08-24 13:14:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711,"(37.775420706711, -122.403404791479)",14080842768060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
165,169,140912454,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,2014-10-28 00:00:00,2019-08-24 11:00:00,NORTHERN,EXCEPTIONAL CLEARANCE,300 Block of HAYES ST,-122.422180938873,37.7770395107539,"(37.7770395107539, -122.422180938873)",14091245468060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
166,170,140667728,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Sunday,2014-08-10 00:00:00,2019-08-24 20:14:00,NORTHERN,NONE,0 Block of ZAMPA LN,-122.43012805521099,37.7843364752251,"(37.7843364752251, -122.430128055211)",14066772868060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
167,171,141062705,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,2014-12-18 00:00:00,2019-08-24 12:41:00,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029,"(37.7256933575703, -122.452289660492)",14106270568060,2014,{D70B2527-1D89-44B6-B1C9-14A8245DBEF5},True,0,,NO,NO,10390000.0,NO,,,,N,2W,0.0,CLASS II,OCEAN AV,0.0,NO,1,2011,2017-10-18,15:53:52.000,JENWONG,0.36,,60,4717.0,0.0,NO,1902.84584499018,0.0,NO,,PHELAN AVE,,BIKE LANE,JUDSON AV,,0.0,60750311003.0,"LINESTRING (-122.452331560919 37.723080242387, -122.452381505337 37.727868369253, -122.452327867872 37.728303493128)",both,2011-01-01 00:00:00,Weekday,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.19411954689349234,12
168,172,141093283,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,2014-12-29 00:00:00,2019-08-24 09:03:00,CENTRAL,"ARREST, BOOKED",0 Block of FRONT ST,-122.398580160853,37.7920265650406,"(37.7920265650406, -122.398580160853)",14109328368060,2014,{34D1A4A5-0397-467A-B11B-F8F70A43A979},True,0,,NO,NO,8740101.0,NO,,,,,2W,0.0,CLASS III,DAVIS ST,0.0,NO,1,2006,2017-10-18,15:53:53.000,JENWONG,0.07,,50,2524.0,0.0,NO,357.56300605622204,1.0,NO,,MARKET ST,,BIKE ROUTE,FRONT ST,,0.0,60750615001.0,"LINESTRING (-122.397383445721 37.792405521414, -122.398264447676 37.791716058418)",both,2006-01-01 00:00:00,Weekday,272000,0.32980376221148977,DPW,94107,,2006-03-15 00:00:00,,,03RD ST,False,,272000,STREETS,Mission Bay,,04TH ST,,CHANNEL ST,,,,,1998-07-01 00:00:00,04TH,,,2006-063,,,False,"LINESTRING (-122.3919115112 37.7746803626, -122.3897167403 37.7729307949)",0.0660100287534939,9
169,173,140889728,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,2014-10-21 00:00:00,2019-08-24 06:00:00,INGLESIDE,NONE,100 Block of KINGSTON ST,-122.421773281406,37.741581745921,"(37.741581745921, -122.421773281406)",14088972868060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
170,174,140879785,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Friday,2014-10-17 00:00:00,2019-08-24 18:28:00,NORTHERN,NONE,700 Block of FELL ST,-122.43021538564,37.7750592504093,"(37.7750592504093, -122.43021538564)",14087978568060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
171,175,141010936,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Sunday,2014-11-30 00:00:00,2019-08-24 01:19:00,SOUTHERN,"ARREST, BOOKED",200 Block of RHODEISLAND ST,-122.40267580594299,37.7667155437407,"(37.7667155437407, -122.402675805943)",14101093668060,2014,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
172,176,150289867,NON-CRIMINAL,TRAFFIC ACCIDENT,Thursday,2015-04-02 00:00:00,2019-08-24 17:36:00,CENTRAL,"ARREST, BOOKED",700 Block of BATTERY ST,-122.400890701156,37.7981347191511,"(37.7981347191511, -122.400890701156)",15028986768050,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
173,177,150304396,NON-CRIMINAL,TRAFFIC ACCIDENT,Monday,2015-04-06 00:00:00,2019-08-24 14:17:00,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15030439668050,2015,{DE7E46F8-2CC2-4FA9-9BB5-4C4D4384389A},True,0,,NO,NO,10668101.0,NO,,,,,2W,1.0,CLASS II,22ND ST,0.0,NO,1,1996,2017-10-18,15:53:54.000,JENWONG,0.05,,123,3879.0,0.0,NO,243.482988297477,0.0,NO,,POTRERO AVE,,BIKE LANE,22ND ST,,0.0,60750228022.0,"LINESTRING (-122.406699001118 37.756833735, -122.406635800273 37.756166983885)",both,1996-01-01 00:00:00,Weekday,1167000,0.13371935656913236,,94107,,2012-07-09 00:00:00,,,ARKANSAS ST,False,,1167000,UPROW,Potrero Hill,,22ND ST,,CONNECTICUT ST,,,,,1998-07-01 00:00:00,22ND,,,2012-008,,,False,"LINESTRING (-122.3970032338 37.7574174042, -122.3979703439 37.7573592227)",0.025073769469581914,14
174,178,150310365,NON-CRIMINAL,TRAFFIC ACCIDENT,Thursday,2015-04-09 00:00:00,2019-08-24 14:49:00,BAYVIEW,NONE,FITZGERALD AV / JENNINGS ST,-122.393174162423,37.722036232083,"(37.722036232083, -122.393174162423)",15031036568050,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
175,179,150314969,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Friday,2015-04-10 00:00:00,2019-08-24 21:58:00,CENTRAL,NONE,CALIFORNIA ST / KEARNY ST,-122.404420631879,37.792640210997,"(37.792640210997, -122.404420631879)",15031496968069,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
176,180,150316357,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Friday,2015-04-10 00:00:00,2019-08-24 14:15:00,BAYVIEW,NONE,1200 Block of 3RD ST,-122.389517648036,37.772468240006106,"(37.7724682400061, -122.389517648036)",15031635768060,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
177,181,150321629,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Wednesday,2015-04-22 00:00:00,2019-08-24 12:00:00,TARAVAL,NONE,100 Block of VERNON ST,-122.468075662537,37.7152017720854,"(37.7152017720854, -122.468075662537)",15032162968060,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
178,182,150327025,NON-CRIMINAL,TRAFFIC ACCIDENT,Tuesday,2015-04-14 00:00:00,2019-08-24 21:22:00,MISSION,"ARREST, BOOKED",20TH ST / VALENCIA ST,-122.421273998758,37.7585000733611,"(37.7585000733611, -122.421273998758)",15032702568050,2015,{D930C6FF-61AC-4E54-9ED5-AE7541B934D1},True,0,,NO,NO,13066000.0,NO,,,,S,2W,1.0,CLASS II,CUNNINGHAM PL,0.0,YES,1,1999,2017-10-18,15:53:37.000,JENWONG,0.06,,40,3437.0,0.0,NO,319.16434772859304,0.0,NO,,VALENCIA ST,,BIKE LANE,20TH ST,,0.0,60750207002.0,"LINESTRING (-122.421355417111 37.759372453854, -122.421271729225 37.758498508445)",both,1999-01-01 00:00:00,Weekday,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.03288857053061703,21
179,183,150329598,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Wednesday,2015-04-15 00:00:00,2019-08-24 17:00:00,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029,"(37.7256933575703, -122.452289660492)",15032959868060,2015,{D70B2527-1D89-44B6-B1C9-14A8245DBEF5},True,0,,NO,NO,10390000.0,NO,,,,N,2W,0.0,CLASS II,OCEAN AV,0.0,NO,1,2011,2017-10-18,15:53:52.000,JENWONG,0.36,,60,4717.0,0.0,NO,1902.84584499018,0.0,NO,,PHELAN AVE,,BIKE LANE,JUDSON AV,,0.0,60750311003.0,"LINESTRING (-122.452331560919 37.723080242387, -122.452381505337 37.727868369253, -122.452327867872 37.728303493128)",both,2011-01-01 00:00:00,Weekday,6576101,0.12437522986222042,DPW,94103,,2006-11-16 00:00:00,,,15TH ST,True,,6576101,STREETS,Mission Dolores,,GUERRERO ST,,14TH ST,,,,,1998-07-01 00:00:00,GUERRERO,,,2006-069,,,False,"LINESTRING (-122.4244116899 37.768006425, -122.4243500948 37.7678727623, -122.4242231282 37.7665475866, -122.4242581134 37.7664057673)",0.19411954689349234,17
180,184,150198666,NON-CRIMINAL,TRAFFIC ACCIDENT,Thursday,2015-03-05 00:00:00,2019-08-24 05:22:00,SOUTHERN,"ARREST, BOOKED",6TH ST / BRANNAN ST,-122.400983769855,37.7748078532865,"(37.7748078532865, -122.400983769855)",15019866668050,2015,,False,0,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,,,left_only,,Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
